"Main.ID","Incident.Type","Incident.ID","Region.of.Incident","Incident.date","Website.date","Incident.year","Incident.month","No..dead","No..missing","No..dead.missing","No..survivors","No..Female","No..Male","No..minors","Country.of.Origin","Region.of.Origin","Cause.of.death..reported.","Cause.of.death..category.","Route","Country.of.Incident","Location.of.death","Latitude","Longitude","UNSD.region","Body.taken.to","Source","Article.title","Link","Source.Quality","Notes","Names","incident_date_clean","incident_date_raw","incident_date_precision","lat","lon","date","dead","missing","dead_missing","survivors","n_female","n_male","n_minors","source_quality","year","month","post_mou","cause_category","cause_reported","incident_type","is_drowning","total_on_board","fatality_rate","grid_lon","grid_lat","grid_1deg","u10_lag0","u10_lag1","u10_lag2","u10_lag3","u10_lag7","v10_lag0","v10_lag1","v10_lag2","v10_lag3","v10_lag7","sst_lag0","sst_lag1","sst_lag2","sst_lag3","sst_lag7","tp_lag0","tp_lag1","tp_lag2","tp_lag3","tp_lag7","i10fg_lag0","i10fg_lag1","i10fg_lag2","i10fg_lag3","i10fg_lag7","swh_lag0","swh_lag1","swh_lag2","swh_lag3","swh_lag7","mwp_lag0","mwp_lag1","mwp_lag2","mwp_lag3","mwp_lag7","hmax_lag0","hmax_lag1","hmax_lag2","hmax_lag3","hmax_lag7","wind_lag0","wind_lag1","wind_lag2","wind_lag3","wind_lag7","swh_day0","wind_day0","sst_day0","i10fg_day0","hmax_day0","mwp_day0"
"2021.MMP00323","Incident","2021.MMP00323","Mediterranean","09.05.2021","2021-05-09",2021,"May",1,NA,1,"","","1.0","","Unknown","Sub-Saharan Africa (P)","Presumed drowning","Drowning","Central Mediterranean","Libya","Remains washed ashore at Az Zawiyah, Libya",32.79305271,12.72579484,"Uncategorized","","IOM Libya","","",4,"Email ALASWAD Muad 09.05.2021","","2021-05-09","09.05.2021","day",32.79305271,12.72579484,2021-05-09,1,0,1,NA,NA,1,NA,4,2021,5,1,"Drowning","Presumed drowning","Incident",1,NA,NA,12.5,33,"33_12",-4.32124328613281,0.0302581787109375,-0.375579833984375,-5.77703857421875,-2.75859069824219,-1.58232116699219,-3.45774841308594,-4.82644653320312,-3.32040405273438,-4.51919555664062,NA,NA,NA,NA,NA,0,0,0,0,0,8.22383499145508,8.21430015563965,10.0631036758423,12.6306571960449,10.7565450668335,0.543809235095978,0.712243020534515,0.818438351154327,0.832939684391022,1.21452796459198,3.9480676651001,4.88190269470215,4.37831115722656,3.68746948242188,5.23606300354004,1.02442288398743,1.33961367607117,1.54567718505859,1.60047614574432,2.31061959266663,4.60183483117978,3.45788080268497,4.84103773478003,6.66327680360243,5.29461529476776,0.543809235095978,4.60183483117978,NA,8.22383499145508,1.02442288398743,3.9480676651001
"2021.MMP00325","Incident","2021.MMP00325","Mediterranean","09.05.2021","2021-05-09",2021,"May",4,18,22,"40","2","1.0","","Unknown","Sub-Saharan Africa (P)","Drowning","Drowning","Central Mediterranean","Libya","7 nautical miles north of Qarapoli (Castelverde), Libya - Remains washed ashore at Qarapoli and Tajoura in following days",32.90649949,13.70553396,"Uncategorized","","IOM Libya","","",4,"Email ALASWAD Muad 10.05.2021","","2021-05-09","09.05.2021","day",32.90649949,13.70553396,2021-05-09,4,18,22,40,2,1,NA,4,2021,5,1,"Drowning","Drowning","Incident",1,62,0.354838709677419,13.5,33,"33_14",-5.23432922363281,3.98143005371094,-0.606048583984375,-6.15789794921875,1.99140930175781,-0.521774291992188,-3.83958435058594,-5.46316528320312,-0.724700927734375,-5.12661743164062,19.715234375,19.536767578125,19.572412109375,18.855859375,19.20009765625,0,0,0,0,0,6.72285795211792,7.78265953063965,7.61974430084229,8.07596969604492,7.6168966293335,0.548936188220978,0.785973489284515,0.868487179279327,0.626884996891022,1.12761390209198,4.3003625869751,4.64826011657715,4.73207092285156,3.42599487304688,5.04343605041504,1.04151272773743,1.48560976982117,1.64723968505859,1.18446052074432,2.14997506141663,5.26027098476499,5.53120179146061,5.49667806932017,6.20039503480637,5.49981066015268,0.548936188220978,5.26027098476499,19.715234375,6.72285795211792,1.04151272773743,4.3003625869751
"2021.MMP00327","Incident","2021.MMP00327","Mediterranean","10.05.2021","2021-05-10",2021,"May",1,25,26,"42","","1.0","","Sudan","Northern Africa","Presumed drowning","Drowning","Central Mediterranean","Libya","18 nautical miles north of Zliten, Libya",32.79371255,14.58251016,"Uncategorized","","IOM Libya","","",4,"Email ALASWAD Muad 11.05.2021 - survivors transfered to Ainzara DC. According to the interviews with the survivors ""around 25"" missing","","2021-05-10","10.05.2021","day",32.79371255,14.58251016,2021-05-10,1,25,26,42,NA,1,NA,4,2021,5,1,"Drowning","Presumed drowning","Incident",1,68,0.382352941176471,14.5,33,"33_14",-7.31179809570312,-4.21186828613281,4.85935974121094,-0.384368896484375,-0.3033447265625,1.39871215820312,-1.82157897949219,-4.99290466308594,-6.43386840820312,-5.75669860839844,19.376611328125,19.6673828125,19.467431640625,19.610498046875,18.87685546875,0,0,0,0,0,8.62723922729492,6.09785795211792,9.10297203063965,7.63243961334229,7.31792449951172,0.843543946743011,0.525010406970978,0.907311379909515,1.04902911186218,0.78892594575882,4.62479686737061,4.6821985244751,4.32721519470215,5.00379943847656,4.39340591430664,1.6066951751709,0.991219699382782,1.72486758232117,1.99929046630859,1.49802088737488,7.44437956406261,4.58889795465743,6.96724293168876,6.4453395676767,5.76468532454893,0.843543946743011,7.44437956406261,19.376611328125,8.62723922729492,1.6066951751709,4.62479686737061
"2021.MMP00328","Incident","2021.MMP00328","Mediterranean","10.05.2021","2021-05-10",2021,"May",2,NA,2,"","","2.0","","Unknown","Sub-Saharan Africa (P)","Presumed drowning","Drowning","Central Mediterranean","Libya","Remains washed ashore at Zuwara, Libya",32.94136633,12.07871599,"Uncategorized","","IOM Libya","","",4,"Email ALASWAD Muad 11.05.2021","","2021-05-10","10.05.2021","day",32.94136633,12.07871599,2021-05-10,2,0,2,NA,NA,2,NA,4,2021,5,1,"Drowning","Presumed drowning","Incident",1,NA,NA,12,33,"33_12",-8.09402465820312,-6.47846984863281,-1.02149963378906,-2.72811889648438,-2.9039306640625,-0.726287841796875,-1.35185241699219,-4.01048278808594,-6.02566528320312,-8.67173767089844,NA,NA,NA,NA,NA,0,0,0,0,0,12.2014579772949,9.53828811645508,7.68695640563965,10.4879083633423,14.3374557495117,1.15921783447266,0.547959625720978,0.641198098659515,0.817217648029327,1.30967795848846,4.41092967987061,3.6065149307251,4.77692222595215,4.14418029785156,4.39999771118164,2.2189998626709,1.02100491523743,1.20143008232117,1.53908538818359,2.52731776237488,8.12654472680377,6.618011524391,4.13853037869299,6.61447464418411,9.14504497170799,1.15921783447266,8.12654472680377,NA,12.2014579772949,2.2189998626709,4.41092967987061
"2021.MMP00331","Incident","2021.MMP00331","Mediterranean","12.05.2021","2021-05-12",2021,"May",1,NA,1,"","","1.0","","Unknown","Sub-Saharan Africa (P)","Presumed drowning","Drowning","Central Mediterranean","Libya","Remains washed ashore at Az Zawiyah, Al Harsha, Libya",32.79270254,12.67244146,"Uncategorized","","IOM Libya","","",4,"Email ALASWAD Muad 17.05.2022","","2021-05-12","12.05.2021","day",32.79270254,12.67244146,2021-05-12,1,0,1,NA,NA,1,NA,4,2021,5,1,"Drowning","Presumed drowning","Incident",1,NA,NA,12.5,33,"33_12",-1.59208679199219,0.331283569335938,-5.33914184570312,-4.32124328613281,0.506484985351562,-5.1864013671875,-2.05259704589844,2.35281372070312,-1.58232116699219,-3.22520446777344,NA,NA,NA,NA,NA,0,0,0,0,0,10.517578125,4.77765274047852,10.7473564147949,8.22383499145508,7.40335273742676,1.33674144744873,1.06660866737366,1.26078033447266,0.543809235095978,0.528918266296387,5.36671161651611,5.71801090240479,4.47806835174561,3.9480676651001,4.44108867645264,2.54383301734924,2.00990271568298,2.4377498626709,1.02442288398743,0.99762487411499,5.42526492392771,2.07915930994788,5.83456665510534,4.60183483117978,3.26473136710087,1.33674144744873,5.42526492392771,NA,10.517578125,2.54383301734924,5.36671161651611
"2021.MMP00334","Incident","2021.MMP00334","Mediterranean","13.05.2021","2021-05-13",2021,"May",NA,17,17,"2","","","","Unknown","Sub-Saharan Africa (P)","Presumed drowning","Drowning","Central Mediterranean","Tunisia","Off Zarzis, Médenine, Tunisia - Boat departed from Zuwara, Libya on 11 May",33.5987042,11.10679088,"Uncategorized","","IOM Libya, Safa Msehli, Reuters","At least 17 migrants drown in shipwreck off Tunis","https://archive.vn/vAPVY, https://archive.vn/3Sbve, https://archive.vn/GLnZf",4,"Boat departed from Zuwara, Libya on 11 May","","2021-05-13","13.05.2021","day",33.5987042,11.10679088,2021-05-13,0,17,17,2,NA,NA,NA,4,2021,5,1,"Drowning","Presumed drowning","Incident",1,19,0.894736842105263,11,33.5,"34_11",-4.41413879394531,-4.95243835449219,-1.61109924316406,-9.03445434570312,-7.59930419921875,3.09880065917969,-4.8690185546875,-9.04673767089844,1.29519653320312,-3.92001342773438,21.560205078125,21.308740234375,21.292138671875,21.199853515625,20.398828125,0,0,0,0,0,7.30687618255615,9.931640625,11.1673011779785,12.1995048522949,11.3093681335449,0.386815011501312,1.02961254119873,1.00117897987366,1.16703033447266,0.956718981266022,3.630615234375,4.61500263214111,4.97118473052979,4.44242382049561,3.91452026367188,0.722689747810364,1.94568836688995,1.89271509647369,2.2224178314209,1.82557380199432,5.39325382469112,6.9450692826592,9.18907521230383,9.12682307181505,8.55078531983358,0.386815011501312,5.39325382469112,21.560205078125,7.30687618255615,0.722689747810364,3.630615234375
"2021.MMP00336","Incident","2021.MMP00336","Mediterranean","17.05.2021","2021-05-17",2021,"May",NA,57,57,"33","","","","Unknown","Southern Asia (P)","Presumed drowning","Drowning","Central Mediterranean","Tunisia","Off the coast of Tunisia in the Gulf of Gabès, close to the ""Miskar"" oil platform - Boat departed from Zuwara, Libya on 16 May",34.15134555,11.75184166,"Uncategorized","","IOM Tunisia, The Guardian","More than 50 feared drowned after migrant boat sinks off Tunisia","https://archive.ph/ID8ce, https://archive.ph/dDfsG",4,"","","2021-05-17","17.05.2021","day",34.15134555,11.75184166,2021-05-17,0,57,57,33,NA,NA,NA,4,2021,5,1,"Drowning","Presumed drowning","Incident",1,90,0.633333333333333,12,34,"34_12",1.60581970214844,-1.73272705078125,-1.24554443359375,-2.25944519042969,-9.43582153320312,-3.671142578125,5.66145324707031,-4.50547790527344,5.1585693359375,3.19656372070312,18.996728515625,19.581689453125,19.036767578125,19.277490234375,18.717431640625,0,0,0,0,0,3.88621616363525,7.15417671203613,6.92688083648682,6.93650817871094,12.8547782897949,0.391449093818665,0.495606243610382,1.10930609703064,0.618676066398621,1.55130767822266,3.34297657012939,3.99449062347412,5.00739574432373,3.7328519821167,4.81595897674561,0.729246616363525,0.948191046714783,2.10535454750061,1.1654669046402,3.0236873626709,4.00698699083618,5.9206752909843,4.67447452565136,5.63168981409936,9.96256732107619,0.391449093818665,4.00698699083618,18.996728515625,3.88621616363525,0.729246616363525,3.34297657012939
"2021.MMP00342","Incident","2021.MMP00342","Mediterranean","17.05.2021","2021-05-17",2021,"May",1,NA,1,"","","1.0","","Unknown","Sub-Saharan Africa (P)","Presumed drowning","Drowning","Central Mediterranean","Libya","Remains washed ashore at Sabratah, Libya",32.817824,12.450931,"Uncategorized","","IOM Libya","","",4,"Email ALASWAD Muad 23.05.2021","","2021-05-17","17.05.2021","day",32.817824,12.450931,2021-05-17,1,0,1,NA,NA,1,NA,4,2021,5,1,"Drowning","Presumed drowning","Incident",1,NA,NA,12.5,33,"33_12",2.73472595214844,-1.72589111328125,-2.02581787109375,-0.159835815429688,-5.13504028320312,-1.135986328125,0.571609497070312,-4.70762634277344,0.6107177734375,1.43289184570312,NA,NA,NA,NA,NA,0,0,0,0,0,5.98680210113525,4.28308296203613,10.3995370864868,3.32713317871094,9.91141891479492,0.295745968818665,0.526123821735382,1.08025336265564,0.378441691398621,1.26078033447266,3.41035938262939,4.89854335784912,5.00788402557373,3.6395902633667,4.47806835174561,0.549559116363525,0.993112921714783,2.05603814125061,0.704529404640198,2.4377498626709,2.96128198100774,1.81808623339053,5.12500573951066,0.631287324984852,5.33121165886343,0.295745968818665,2.96128198100774,NA,5.98680210113525,0.549559116363525,3.41035938262939
"2021.MMP00343","Incident","2021.MMP00343","Mediterranean","21.05.2021","2021-05-21",2021,"May",2,NA,2,"","","2.0","","Unknown","Sub-Saharan Africa (P)","Presumed drowning","Drowning","Central Mediterranean","Libya","Remains washed ashore at Az Zawiyah, Libya",32.79305271,12.72579484,"Uncategorized","","IOM Libya","","",4,"Email ALASWAD Muad 23.05.2022","","2021-05-21","21.05.2021","day",32.79305271,12.72579484,2021-05-21,2,0,2,NA,NA,2,NA,4,2021,5,1,"Drowning","Presumed drowning","Incident",1,NA,NA,12.5,33,"33_12",-3.17097473144531,-2.30081176757812,-2.91921997070312,-3.45475769042969,0.124343872070312,-1.99087524414062,-5.90943908691406,-4.08720397949219,-3.1124267578125,0.7103271484375,NA,NA,NA,NA,NA,0,0,0,0,0,7.83553886413574,11.5979719161987,10.4869832992554,8.88546752929688,3.33006286621094,0.999365925788879,1.28642880916595,0.614366590976715,0.574409782886505,0.378441691398621,5.78611183166504,5.14237499237061,3.68676662445068,3.67148399353027,3.6395902633667,1.87675642967224,2.45649123191833,1.17494034767151,1.07969045639038,0.704529404640198,3.74415076955999,6.34154595597743,5.02265682754941,4.65000548626884,0.721128321679844,0.999365925788879,3.74415076955999,NA,7.83553886413574,1.87675642967224,5.78611183166504
"2021.MMP00344","Incident","2021.MMP00344","Mediterranean","22.05.2021","2021-05-22",2021,"May",1,NA,1,"","","1.0","","Unknown","Sub-Saharan Africa (P)","Presumed drowning","Drowning","Central Mediterranean","Libya","Remains washed ashore at Zuwara, Libya",32.94136633,12.07871599,"Uncategorized","","IOM Libya","","",4,"Email ALASWAD Muad 23.05.2023","","2021-05-22","22.05.2021","day",32.94136633,12.07871599,2021-05-22,1,0,1,NA,NA,1,NA,4,2021,5,1,"Drowning","Presumed drowning","Incident",1,NA,NA,12,33,"33_12",-2.9039306640625,-4.37898254394531,-4.11135864257812,-5.05593872070312,-3.37054443359375,-1.2288818359375,-2.68325805664062,-7.54615783691406,-4.65849304199219,-5.06309509277344,NA,NA,NA,NA,NA,0,0,0,0,0,6.18837261199951,8.59042167663574,12.6536359786987,10.8873739242554,9.99328708648682,0.698984861373901,0.890479207038879,1.30010068416595,0.621690809726715,1.02165961265564,4.82334423065186,5.33640480041504,4.98343944549561,3.51367092132568,4.82819652557373,1.31579399108887,1.67509627342224,2.46967482566833,1.17640519142151,1.93201470375061,3.15324656003612,5.13569488177643,8.59347240569965,6.87488718233214,6.08239276085459,0.698984861373901,3.15324656003612,NA,6.18837261199951,1.31579399108887,4.82334423065186
"2021.MMP00345","Incident","2021.MMP00345","Mediterranean","22.05.2021","2021-05-22",2021,"May",1,NA,1,"","","1.0","","Unknown","Sub-Saharan Africa (P)","Presumed drowning","Drowning","Central Mediterranean","Libya","Remains washed ashore at Az Zawiyah, Libya",32.79305271,12.72579484,"Uncategorized","","IOM Libya","","",4,"Email ALASWAD Muad 23.05.2024","","2021-05-22","22.05.2021","day",32.79305271,12.72579484,2021-05-22,1,0,1,NA,NA,1,NA,4,2021,5,1,"Drowning","Presumed drowning","Incident",1,NA,NA,12.5,33,"33_12",-0.8726806640625,-3.17097473144531,-2.30081176757812,-2.91921997070312,-1.51995849609375,-0.5208740234375,-1.99087524414062,-5.90943908691406,-4.08720397949219,-4.77989196777344,NA,NA,NA,NA,NA,0,0,0,0,0,4.34462261199951,7.83553886413574,11.5979719161987,10.4869832992554,10.1827402114868,0.782725095748901,0.999365925788879,1.28642880916595,0.614366590976715,1.08025336265564,4.91123485565186,5.78611183166504,5.14237499237061,3.68676662445068,5.00788402557373,1.48473930358887,1.87675642967224,2.45649123191833,1.17494034767151,2.05603814125061,1.01630767473267,3.74415076955999,6.34154595597743,5.02265682754941,5.01573933268393,0.782725095748901,1.01630767473267,NA,4.34462261199951,1.48473930358887,4.91123485565186
"2021.MMP00346","Incident","2021.MMP00346","Mediterranean","23.05.2021","2021-05-23",2021,"May",1,NA,1,"","","","","Unknown","Unknown","Presumed drowning","Drowning","Central Mediterranean","Libya","Remains washed ashore at Abubasla shore (12km west of Zuwara), Libya",32.99993552,11.98125712,"Uncategorized","","IOM Libya","","",4,"Email ALASWAD Muad 26.05.2021","","2021-05-23","23.05.2021","day",32.99993552,11.98125712,2021-05-23,1,0,1,NA,NA,NA,NA,4,2021,5,1,"Drowning","Presumed drowning","Incident",1,NA,NA,12,33,"33_12",-6.02555847167969,-2.9039306640625,-4.37898254394531,-4.11135864257812,-3.21905517578125,-2.51255798339844,-1.2288818359375,-2.68325805664062,-7.54615783691406,0.870437622070312,NA,NA,NA,NA,NA,0,0,0,0,0,9.17713642120361,6.18837261199951,8.59042167663574,12.6536359786987,5.89148139953613,0.807357609272003,0.698984861373901,0.890479207038879,1.30010068416595,0.440186321735382,4.28483009338379,4.82334423065186,5.33640480041504,4.98343944549561,4.53770351409912,1.52065312862396,1.31579399108887,1.67509627342224,2.46967482566833,0.828562140464783,6.52842266673736,3.15324656003612,5.13569488177643,8.59347240569965,3.33466308322737,0.807357609272003,6.52842266673736,NA,9.17713642120361,1.52065312862396,4.28483009338379
"2021.MMP00347","Incident","2021.MMP00347","Mediterranean","24.05.2021","2021-05-24",2021,"May",2,NA,2,"","","","","Unknown","Unknown","Presumed drowning","Drowning","Central Mediterranean","Libya","Remains washed ashore at Abubasla shore (12km west of Zuwara), Libya",32.99993552,11.98125712,"Uncategorized","","IOM Libya, UNICEF","","https://archive.ph/raUla",4,"Email ALASWAD Muad 26.05.2022","","2021-05-24","24.05.2021","day",32.99993552,11.98125712,2021-05-24,2,0,2,NA,NA,NA,NA,4,2021,5,1,"Drowning","Presumed drowning","Incident",1,NA,NA,12,33,"33_12",2.45947265625,-6.02555847167969,-2.9039306640625,-4.37898254394531,2.23081970214844,-3.15724182128906,-2.51255798339844,-1.2288818359375,-2.68325805664062,-2.867431640625,NA,NA,NA,NA,NA,0,0,0,0,0,6.93920707702637,9.17713642120361,6.18837261199951,8.59042167663574,5.92918491363525,0.845879256725311,0.807357609272003,0.698984861373901,0.890479207038879,0.295501828193665,5.18539047241211,4.28483009338379,4.82334423065186,5.33640480041504,3.13667774200439,1.59040248394012,1.52065312862396,1.31579399108887,1.67509627342224,0.541258335113525,4.00214713184537,6.52842266673736,3.15324656003612,5.13569488177643,3.63300437064849,0.845879256725311,4.00214713184537,NA,6.93920707702637,1.59040248394012,5.18539047241211
"2021.MMP00362","Incident","2021.MMP00362","Mediterranean","25.05.2021","2021-05-25",2021,"May",2,NA,2,"","1","1.0","","Unknown","Sub-Saharan Africa (P)","Presumed drowning","Drowning","Central Mediterranean","Tunisia","Remains washed ashore at Plage d'Aghir, Djerba, Medinine, Tunisia",33.7649018,11.02566832,"Uncategorized","Hôpital Régional Sadok El Mokadem Houmt Souk, Djerba","Tunisia Now, Tunisie Numerique, Annahar News","جربة/انتشال جثتين لفظهما البحر، جربة : انتشال جثتين مجهولتي الهوية لفظتهما أمواج البحر بسواحل المنطقة، خلال يومين: انتشال 7 جثث قبالة سواحل أغير جربة","https://archive.vn/8Qc0F, https://archive.vn/ML4vn, https://archive.vn/nrtan",3,"Decomposed - shipwreck unknown","","2021-05-25","25.05.2021","day",33.7649018,11.02566832,2021-05-25,2,0,2,NA,1,1,NA,3,2021,5,1,"Drowning","Presumed drowning","Incident",1,NA,NA,11,34,"34_11",-4.18731689453125,0.37841796875,-7.25505065917969,-3.0338134765625,-5.33659362792969,-7.81205749511719,-5.90431213378906,1.10169982910156,1.0015869140625,-4.0069580078125,NA,NA,NA,NA,NA,0,0,0,0,0,14.2111186981201,9.14330863952637,10.4154176712036,6.27626323699951,10.6393737792969,1.43879914283752,1.02166044712067,0.873519718647003,0.771982908248901,0.868110954761505,5.04384613037109,5.48153305053711,4.54508399963379,4.91001415252686,4.18295860290527,2.74954199790955,1.93512904644012,1.65444219112396,1.45397758483887,1.65097951889038,8.86351313431889,5.9164264494948,7.33822203130336,3.19487097658004,6.67345068356937,1.43879914283752,8.86351313431889,NA,14.2111186981201,2.74954199790955,5.04384613037109
"2021.MMP00363","Incident","2021.MMP00363","Mediterranean","26.05.2021","2021-05-26",2021,"May",4,NA,4,"","1","2.0","","Unknown","Sub-Saharan Africa (P)","Presumed drowning","Drowning","Central Mediterranean","Tunisia","Remains washed ashore at Plage d'Aghir, Djerba, Medinine, Tunisia",33.7649018,11.02566832,"Uncategorized","Hôpital Régional Sadok El Mokadem Houmt Souk, Djerba","Diwan FM, Tunisie Numerique, Annahar News","جربة : رفع 4 جثث قبالة سواحل ''أغير'' بينها رضيع، رفع 4 جثث قبالة سواحل أغير جربة بينها رضيع، خلال يومين: انتشال 7 جثث قبالة سواحل أغير جربة","https://archive.vn/eVVN6, https://archive.vn/Howbb, https://archive.vn/nrtan",3,"Decomposed - shipwreck unknown","","2021-05-26","26.05.2021","day",33.7649018,11.02566832,2021-05-26,4,0,4,NA,1,2,NA,3,2021,5,1,"Drowning","Presumed drowning","Incident",1,NA,NA,11,34,"34_11",-4.06155395507812,-4.18731689453125,0.37841796875,-7.25505065917969,-5.46121215820312,-1.84529113769531,-7.81205749511719,-5.90431213378906,1.10169982910156,-0.951461791992188,NA,NA,NA,NA,NA,0,0,0,0,0,8.79802131652832,14.2111186981201,9.14330863952637,10.4154176712036,9.26432704925537,0.6463463306427,1.43879914283752,1.02166044712067,0.873519718647003,0.485948622226715,4.12233638763428,5.04384613037109,5.48153305053711,4.54508399963379,3.25170803070068,1.21585392951965,2.74954199790955,1.93512904644012,1.65444219112396,0.903944194316864,4.46108954324699,8.86351313431889,5.9164264494948,7.33822203130336,5.54347524379126,0.6463463306427,4.46108954324699,NA,8.79802131652832,1.21585392951965,4.12233638763428
"2021.MMP00364","Incident","2021.MMP00364","Mediterranean","27.05.2021","2021-05-27",2021,"May",1,NA,1,"","","1.0","","Unknown","Sub-Saharan Africa (P)","Presumed drowning","Drowning","Central Mediterranean","Tunisia","Remains washed ashore at Plage d'Aghir, Djerba, Medinine, Tunisia",33.7649018,11.02566832,"Uncategorized","Hôpital Régional Sadok El Mokadem Houmt Souk, Djerba","Tunisia Now, Annahar News, Realities","جربة: العثور على جثة كان صاحبها مرتديا لباسا خاصا بالغوص، خلال يومين: انتشال 7 جثث قبالة سواحل أغير جربة، Djerba : en 48h, 7 corps sans vie de migrants repêchés","https://archive.vn/m6YCV, https://archive.vn/nrtan, https://archive.vn/CKTNk",3,"Decomposed and in diving suit? - shipwreck unknown","","2021-05-27","27.05.2021","day",33.7649018,11.02566832,2021-05-27,1,0,1,NA,NA,1,NA,3,2021,5,1,"Drowning","Presumed drowning","Incident",1,NA,NA,11,34,"34_11",-6.547607421875,-4.06155395507812,-4.18731689453125,0.37841796875,-6.01467895507812,1.32562255859375,-1.84529113769531,-7.81205749511719,-5.90431213378906,-6.94850158691406,NA,NA,NA,NA,NA,0,0,0,0,0,8.83210754394531,8.79802131652832,14.2111186981201,9.14330863952637,13.7405500411987,0.36838436126709,0.6463463306427,1.43879914283752,1.02166044712067,1.35845029354095,2.97007369995117,4.12233638763428,5.04384613037109,5.48153305053711,4.92142772674561,0.687872648239136,1.21585392951965,2.74954199790955,1.93512904644012,2.59809279441833,6.68045193971525,4.46108954324699,8.86351313431889,5.9164264494948,9.19010539852547,0.36838436126709,6.68045193971525,NA,8.83210754394531,0.687872648239136,2.97007369995117
"2021.MMP00365","Incident","2021.MMP00365","Mediterranean","01.06.2021","2021-06-01",2021,"June",2,23,25,"70","","","","Unknown","Mixed","Presumed drowning","Drowning","Central Mediterranean","Tunisia","Off the coast of Tunisia in the Gulf of Gabès, close to the ""Miskar"" gas platform",34.15134555,11.75184166,"Uncategorized","","Nessma TV, Shems FM, Jawhara FM, Tunis Afrique Presse, IOM Tunisia","جرجيس: غرق مركب خشبي يُقلّ حوالي 95 مهاجرا غير نظامي قدموا من ليبيا، غرق مركب على متنه 95 مهاجرا بجرجيس: إنقاذ 70 شخصا وانتشال جثتين و23 في عداد المفقودين، جرجيس : غرق مركب على متنه 95 مهاجرا غير شرعيّ، إنقاذ 109 مهاجرين غير نظاميين وانتشال جثتين لأفارقة في سواحل جرجيس وصفاقس ((الدفاع الوطني))","https://archive.vn/Yr5cm, https://archive.vn/qaJC6, https://archive.vn/rdoDN, https://archive.vn/3FofP, https://archive.ph/wrzdU",4,"Boat with 95 POB sailed from Zuwara, Libya on night between 30-31 May and capsized in Gulf of Gabes near Miskar gas platform - survivors rescued by Miskar workers and navy","","2021-06-01","01.06.2021","day",34.15134555,11.75184166,2021-06-01,2,23,25,70,NA,NA,NA,4,2021,6,1,"Drowning","Presumed drowning","Incident",1,95,0.263157894736842,12,34,"34_12",-6.67561340332031,-2.21664428710938,-2.94522094726562,-4.53492736816406,-0.97735595703125,-0.801651000976562,-0.547439575195312,-3.01902770996094,-2.29751586914062,-9.51420593261719,21.4369140625,20.8421875,20.656884765625,20.693994140625,19.744287109375,0,0,0,0,0,8.04349899291992,3.85319519042969,5.32384490966797,6.58049583435059,12.7609233856201,0.612460315227509,0.420046985149384,0.603138983249664,0.735675930976868,1.67830109596252,3.26114273071289,4.39650821685791,4.37990760803223,4.42598533630371,5.34633636474609,1.16051959991455,0.789172053337097,1.13579535484314,1.38793504238129,3.23391699790955,6.72357484066003,2.28324374171148,4.21768357534372,5.08371374129941,9.56427410706074,0.612460315227509,6.72357484066003,21.4369140625,8.04349899291992,1.16051959991455,3.26114273071289
"2021.MMP00368","Incident","2021.MMP00368","Mediterranean","07.05.2021","2021-05-07",2021,"May",1,NA,1,"","","","","Unknown","Unknown","Presumed drowning","Drowning","Central Mediterranean","Libya","Remains washed ashore at Zuwara, Libya",32.94011015,12.08667864,"Uncategorized","","IOM Libya","","",4,"Email ALASWAD Muad 01.06.2021","","2021-05-07","07.05.2021","day",32.94011015,12.08667864,2021-05-07,1,0,1,NA,NA,NA,NA,4,2021,5,1,"Drowning","Presumed drowning","Incident",1,NA,NA,12,33,"33_12",-2.72811889648438,-7.69207763671875,-2.12242126464844,-7.28681945800781,1.13726806640625,-6.02566528320312,-4.80575561523438,-3.45664978027344,-1.47721862792969,-0.361785888671875,NA,NA,NA,NA,NA,0,0,0,0,0,10.4879083633423,13.1902275085449,6.65921211242676,10.5444431304932,5.34879684448242,0.817217648029327,0.924736559391022,0.520617485046387,0.908631145954132,0.360771417617798,4.14418029785156,3.82492065429688,4.30119609832764,4.38056182861328,3.93318176269531,1.53908538818359,1.77723395824432,0.97955846786499,1.71181344985962,0.676891326904297,6.61447464418411,9.0699142996318,4.05624206971136,7.43504624654775,1.19342686584035,0.817217648029327,6.61447464418411,NA,10.4879083633423,1.53908538818359,4.14418029785156
